ID,Name,place_id,place_name,review_id,review_link,name,reviewer_id,reviewer_profile,rating,review_text,original_language,review_translated_text,translated_language,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,response_from_owner_translated_text,avatar_link,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,experience_details,review_photos,review_origin
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2tkaFZGWnZTVU5WYjNkQ00wNVRabUY2YkZjemQxRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tkaFZGWnZTVU5WYjNkQ00wNVRabUY2YkZjemQxRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOkdhVFZvSUNVb3dCM05TZmF6bFczd1E%7C%7C?hl=en-GB,Neha Reju,112708112513798388751,https://www.google.com/maps/contrib/112708112513798388751/reviews?hl=en-GB,5,very nice staff and good food,en,,,10 months ago,2025-10-22T04:50:17,,,,,https://lh3.googleusercontent.com/a/ACg8ocJSWsji9jrov9Hp-r0h9mBjJiZNAjInvgma4FRSpEZMNfmmHA=s1920,7,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Seating type"",""value"":""Indoor dining area""}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2t0UU5tcHFOa3hXWldsM2FUVnpWQzF5U1hKYVRXYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0UU5tcHFOa3hXWldsM2FUVnpWQzF5U1hKYVRXYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOktQNmpqNkxWZWl3aTVzVC1ySXJaTWc%7C%7C?hl=en-GB,nithya,107166055999233389701,https://www.google.com/maps/contrib/107166055999233389701/reviews?hl=en-GB,5,"Very good experience, They were quick to take our order and overall ambience is good",en,,,10 months ago,2025-10-22T04:50:02,,,,,https://lh3.googleusercontent.com/a-/ALV-UjWPZMkLeIGaeFKlLhCqthP2iPS8egatcVY_d-VfO1sFwYxHXCow=s1920,1,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Seating type"",""value"":""Indoor dining area""}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT25sRlpVaHljVGhZTjI0M2VsSkhUM1kxWVRWZk5tYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sRlpVaHljVGhZTjI0M2VsSkhUM1kxWVRWZk5tYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOnlFZUhycThYN243elJHT3Y1YTVfNmc%7C%7C?hl=en-GB,Prajna Gaur,101131172979359373451,https://www.google.com/maps/contrib/101131172979359373451/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-22T04:49:21,,,,,https://lh3.googleusercontent.com/a/ACg8ocITppiDhFvTqXDGypbpD1PzbATimOFUVbmLf8CFrePi8LdkTA=s1920,2,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT21ZMFZqVnhRM1UyUkVOUFltY3hlbFJyVFhBMWJrRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21ZMFZqVnhRM1UyUkVOUFltY3hlbFJyVFhBMWJrRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOmY0VjVxQ3U2RENPYmcxelRrTXA1bkE%7C%7C?hl=en-GB,Qian Ran Xi,117321080477253177783,https://www.google.com/maps/contrib/117321080477253177783/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-22T04:26:30,,,,,https://lh3.googleusercontent.com/a/ACg8ocKgYZJkZGXRn9Vj6Tec_CUp8ncrT_WrvZ1Xrza5D6veJ8ukMw=s1920,1,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT25sSFdFbEpSbEZVV0Y5WWQwOVJOV2hXYVdaT2FFRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25sSFdFbEpSbEZVV0Y5WWQwOVJOV2hXYVdaT2FFRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOnlHWElJRlFUWF9Yd09RNWhWaWZOaEE%7C%7C?hl=en-GB,Jie Shen,109757939905608091112,https://www.google.com/maps/contrib/109757939905608091112/reviews?hl=en-GB,5,Great service and nice food!,en,,,Edited 10 months ago,2025-10-22T04:06:05,,,,,https://lh3.googleusercontent.com/a-/ALV-UjVL4jRvsxrCIyo9KPkEABu3cjZ5TyTqvltaDwGL76W1tLW7XS8=s1920,2,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2tsdlluQmhhbk5DYVdNM1dsWkRNelZRT0VwRU5YYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsdlluQmhhbk5DYVdNM1dsWkRNelZRT0VwRU5YYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOklvYnBhanNCaWM3WlZDMzVQOEpENXc%7C%7C?hl=en-GB,Ronghui Wu,111382464239029115534,https://www.google.com/maps/contrib/111382464239029115534/reviews?hl=en-GB,5,"Good is good, and the service from Sandy is awesome!",en,,,10 months ago,2025-10-22T04:05:31,,,,,https://lh3.googleusercontent.com/a/ACg8ocJX27yUO7NC6yzw7e52avT-q5gNNMVEQsmSkE6WL999U4hlVw=s1920,2,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Seating type"",""value"":""Indoor dining area""},{""name"":""Vegetarian options"",""value"":null}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT21zeFpESkxlbVEyYzNaTVZGbG5ValU1TjNGTWVsRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21zeFpESkxlbVEyYzNaTVZGbG5ValU1TjNGTWVsRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOmsxZDJLemQ2c3ZMVFlnUjU5N3FMelE%7C%7C?hl=en-GB,Juyeol Bae,109638261294252274337,https://www.google.com/maps/contrib/109638261294252274337/reviews?hl=en-GB,5,Delicious,en,,,10 months ago,2025-10-22T04:05:04,,,,,https://lh3.googleusercontent.com/a/ACg8ocLQCtUC4Q8wR9fMb3cEaRG_-OZfcgjG7SSdVkgstMO7RwUDqA=s1920,1,0,,"[{""name"":""Order type"",""value"":""Dine in""},{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Seating type"",""value"":""Indoor dining area""}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT25aQ1NrbEhNR1prY2tSUk0yWlJUMWd6VW5GR1JrRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25aQ1NrbEhNR1prY2tSUk0yWlJUMWd6VW5GR1JrRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOnZCSklHMGZkckRRM2ZRT1gzUnFGRkE%7C%7C?hl=en-GB,Richard She,101944774288286117969,https://www.google.com/maps/contrib/101944774288286117969/reviews?hl=en-GB,2,,,,,10 months ago,2025-10-21T14:48:48,,,,,https://lh3.googleusercontent.com/a-/ALV-UjXFLV2T7cu3cPqobl3gniAsjdzpFdvlYwRZaeN5ROYpdpIWkRBU=s1920,2,0,,"[{""name"":""Food"",""value"":2},{""name"":""Service"",""value"":2},{""name"":""Atmosphere"",""value"":2}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2pSYVpsTkRkMFZQV2pSMWIzcEhXVk42YzNwRk5FRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pSYVpsTkRkMFZQV2pSMWIzcEhXVk42YzNwRk5FRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOjRaZlNDd0VPWjR1b3pHWVN6c3pFNEE%7C%7C?hl=en-GB,Alex Potanin,105309204114608827273,https://www.google.com/maps/contrib/105309204114608827273/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-21T10:49:15,,,,,https://lh3.googleusercontent.com/a-/ALV-UjUmg_2JWg--nDV4JppHFMFNi3iJFG4vKVlAEGtwsZ9_P6tj6nEK=s1920,42,2,1.0,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2pWU05IWjZjVnBSUW5GT1JFeDBkbFI0U21oc1IwRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWU05IWjZjVnBSUW5GT1JFeDBkbFI0U21oc1IwRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOjVSNHZ6cVpRQnFOREx0dlR4SmhsR0E%7C%7C?hl=en-GB,Dai Ting Zhao,105521334844866040195,https://www.google.com/maps/contrib/105521334844866040195/reviews?hl=en-GB,5,very good,en,,,Edited 10 months ago,2025-10-21T05:38:42,,,,,https://lh3.googleusercontent.com/a/ACg8ocJzNqm4SLFtbDpPJwKrBptxW-02P0utn1WkGCgc8njyW4_-Vw=s1920,2,1,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT21wRE9IWnphMk5pUld3MGNEUjNPWFpQUldKdGNrRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21wRE9IWnphMk5pUld3MGNEUjNPWFpQUldKdGNrRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOmpDOHZza2NiRWw0cDR3OXZPRWJtckE%7C%7C?hl=en-GB,Enzo DR,100622861695135313833,https://www.google.com/maps/contrib/100622861695135313833/reviews?hl=en-GB,5,Amazing 10/10,en,,,10 months ago,2025-10-17T11:09:43,,,,,https://lh3.googleusercontent.com/a-/ALV-UjUeTt1YBO3bRD8IkZYm6-W1zdp712GvQvapoKOjam5xY-_LaJHY=s1920,15,2,,"[{""name"":""Meal type"",""value"":""Breakfast""},{""name"":""Price per person"",""value"":""$10-20""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2xCc1dHWkpjR1JtU0ZaVmQwczRSbW8yVm5KUWNVRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xCc1dHWkpjR1JtU0ZaVmQwczRSbW8yVm5KUWNVRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOlBsWGZJcGRmSFZVd0s4Rmo2VnJQcUE%7C%7C?hl=en-GB,ng sakura,109634617324100287057,https://www.google.com/maps/contrib/109634617324100287057/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-17T11:09:28,,,,,https://lh3.googleusercontent.com/a-/ALV-UjWDPdRk-75Oio0ek5sf3tgXuPru1Xp4tm2kanM7dZfWSsJ9dUvp=s1920,5,4,1.0,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2xkaU4zaGZSMUphY0hGV1ZtTm9hbFZ5YVRaVkxXYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xkaU4zaGZSMUphY0hGV1ZtTm9hbFZ5YVRaVkxXYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOldiN3hfR1JacHFWVmNoalVyaTZVLWc%7C%7C?hl=en-GB,Juwon chon (Juwon Chon),115679953902888329922,https://www.google.com/maps/contrib/115679953902888329922/reviews?hl=en-GB,5,the cesar salad was good.,en,,,10 months ago,2025-10-16T10:31:32,,,,,https://lh3.googleusercontent.com/a/ACg8ocKVrg6AADMkJF0O2YtCJ5MBLgYH8nqqkLAzkBZXjIKtN0j6xg=s1920,12,23,1.0,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]","[{""id"":""CIABIhBcq52QFY1BqfprRXofaUR-"",""url"":""https://lh3.googleusercontent.com/grass-cs/ACvplmNafB1olnocl6ZBVxKIWaeu6J5iJQA6qq2AFEbB1xdfQjBLBuE3Jc5skXzVVxfjUsbTHQsHsInVUFaEjVm3o9guVimzizwG-ZXyNbYhYaBNwGHEjA_Nx6G9BS7KRhqDf2bmHgym2mG2mxg6=k-no"",""caption"":null,""width"":1920,""height"":2560}]",google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2t0dFJrbHVTMmw2ZURGdGQzRkdVM0ZhYkU5R2JtYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2t0dFJrbHVTMmw2ZURGdGQzRkdVM0ZhYkU5R2JtYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOkttRkluS2l6eDFtd3FGU3FabE9Gbmc%7C%7C?hl=en-GB,Teresa Aniban,108047820173539511159,https://www.google.com/maps/contrib/108047820173539511159/reviews?hl=en-GB,5,Good ambiance. Food is good too.,en,,,10 months ago,2025-10-15T10:34:29,,,,,https://lh3.googleusercontent.com/a/ACg8ocI4EA75gmuevCcXAslSGM-0w_lYxwO2jtcu1m56VyJpb-qsyg=s1920,2,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2pOWWVYaHJSamxtUmpaMU1uaEZRVTUyY21GVGNsRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pOWWVYaHJSamxtUmpaMU1uaEZRVTUyY21GVGNsRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOjNYeXhrRjlmRjZ1MnhFQU52cmFTclE%7C%7C?hl=en-GB,Tanisha Chowdhary,114001399852841685609,https://www.google.com/maps/contrib/114001399852841685609/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-15T10:29:27,,,,,https://lh3.googleusercontent.com/a/ACg8ocK-ikbSK41BAemNjo6QQz2BUALoF3Rk0JTSSwJoSj-1w09cBE_n=s1920,2,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2xBNFMzZFZRVlZIYTNwSllUZG9OWGhwVDB0WU9WRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xBNFMzZFZRVlZIYTNwSllUZG9OWGhwVDB0WU9WRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOlA4S3dVQVVHa3pJYTdoNXhpT0tYOVE%7C%7C?hl=en-GB,Grisha Agarwal,116308233911530098606,https://www.google.com/maps/contrib/116308233911530098606/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-15T10:29:08,,,,,https://lh3.googleusercontent.com/a/ACg8ocLOGhO9KeQ4YiQMyAenVimWoIsNpFds7-UoQXKG3vsDN3O9XA=s1920,3,1,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2xNd1ZWazBTWEJZWDJwVGRIcGFUbnBVWDJFM2NHYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xNd1ZWazBTWEJZWDJwVGRIcGFUbnBVWDJFM2NHYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOlMwVVk0SXBYX2pTdHpaTnpUX2E3cGc%7C%7C?hl=en-GB,Jiayuan Lin,111479145283523558483,https://www.google.com/maps/contrib/111479145283523558483/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-15T06:13:49,,,,,https://lh3.googleusercontent.com/a-/ALV-UjWfjHLFsGuugnK4eBiN7FEyquUnLE2IVL6OBDTO22ulg84RLb8=s1920,3,0,,"[{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Noise level"",""value"":""Quiet, easy to talk""},{""name"":""Group size"",""value"":""3-4 people""}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2pCWWFFUlVTa2xLVUc5eGRtRlpjVmhvUjB4bWNtYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pCWWFFUlVTa2xLVUc5eGRtRlpjVmhvUjB4bWNtYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOjBYaERUSklKUG9xdmFZcVhoR0xmcmc%7C%7C?hl=en-GB,Javen Kok,103284317667455131211,https://www.google.com/maps/contrib/103284317667455131211/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-15T04:24:52,,,,,https://lh3.googleusercontent.com/a/ACg8ocILWFtiLpvWnMr1WJVzot5_NKIhVJ-eqAiH1u3Yh9xAIrs0XA=s1920,7,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2xKV2ExVk1NWFpXZVdSeGRuaG1jVTV2VW5oa2RtYxAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xKV2ExVk1NWFpXZVdSeGRuaG1jVTV2VW5oa2RtYxAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOlJWa1VMMXZWeWRxdnhmcU5vUnhkdmc%7C%7C?hl=en-GB,Ying He,101208328445596501021,https://www.google.com/maps/contrib/101208328445596501021/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-14T10:47:41,,,,,https://lh3.googleusercontent.com/a/ACg8ocKCAbXBjlRDL7dTnXQ1S5wzLiGKjV0FgmvHpHco6htCI6sB5w=s1920,1,0,,"[{""name"":""Meal type"",""value"":""Dinner""},{""name"":""Price per person"",""value"":""$20-30""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5},{""name"":""Noise level"",""value"":""Very quiet""},{""name"":""Group size"",""value"":""2 people""}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT21sdVdXZEJXalpMUjFadmJXeFJjbUUyWTFWWWMxRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sdVdXZEJXalpMUjFadmJXeFJjbUUyWTFWWWMxRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOmluWWdBWjZLR1ZvbWxRcmE2Y1VYc1E%7C%7C?hl=en-GB,lingyao wu,111212348933334801456,https://www.google.com/maps/contrib/111212348933334801456/reviews?hl=en-GB,5,,,,,10 months ago,2025-10-13T04:38:17,,,,,https://lh3.googleusercontent.com/a/ACg8ocI6mNgv27EaIzA9Q_e87BVNFwtomDAwuyhT_8TkUdX5MD4OOiA=s1920,16,0,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT25oM1NETkNhQzFNTTJZdGNqQTRjVzFzYjBsaU1WRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25oM1NETkNhQzFNTTJZdGNqQTRjVzFzYjBsaU1WRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOnh3SDNCaC1MM2YtcjA4cW1sb0liMVE%7C%7C?hl=en-GB,fuyao zhang,100820143898941276142,https://www.google.com/maps/contrib/100820143898941276142/reviews?hl=en-GB,5,the food is delicious,en,,,10 months ago,2025-10-13T04:07:13,,,,,https://lh3.googleusercontent.com/a/ACg8ocLQSUx14XqHDRctI2QbofTkiWdQhvmXI7GqdHlWTzxiBSxSfQ=s1920,1,0,,"[{""name"":""Meal type"",""value"":""Lunch""}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT21saFFWSTBkV2hqV2xCalpFcDVZVXhSUVZOU1JVRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21saFFWSTBkV2hqV2xCalpFcDVZVXhSUVZOU1JVRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOmlhQVI0dWhjWlBjZEp5YUxRQVNSRUE%7C%7C?hl=en-GB,Xinyu Yan,106025929156113114296,https://www.google.com/maps/contrib/106025929156113114296/reviews?hl=en-GB,5,"Good food, make me happy",en,,,10 months ago,2025-10-13T04:06:53,,,,,https://lh3.googleusercontent.com/a/ACg8ocIjWbb76g_loyJ_3IxEp2wwEgArQWMZcyMGslCbqfuqQusd9A=s1920,5,3,,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,ChZDSUhNMG9nS0VJQ0FnSURSejl2ZVlBEAE,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURSejl2ZVlBEAE!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CIHM0ogKEICAgIDRz9veYA%7C%7C?hl=en-GB,B L,109056691747418146088,https://www.google.com/maps/contrib/109056691747418146088/reviews?hl=en-GB,5,Nice place to dine at NTU,en,,,Edited 10 months ago,2025-10-13T04:05:49,,,,,https://lh3.googleusercontent.com/a/ACg8ocLMzyKXlu7i72jRw-ecYRIQAjT43dbn6OkfzmJIwyGXR2QXNw=s1920,176,13,1.0,"[{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
V040,PEN & INC,ChIJMfzHEP8Z2jER47wjTEBYUl8,PEN & INC NTU Restaurant & Bar,Ci9DQUlRQUNvZENodHljRjlvT2tSVk1pMUNWVkZ0TVVadVJubElkVlZQUkZBelVFRRAB,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSVk1pMUNWVkZ0TVVadVJubElkVlZQUkZBelVFRRAB!2m1!1s0x0:0x5f5258404c23bce3!3m1!1s2@1:CAIQACodChtycF9oOkRVMi1CVVFtMUZuRnlIdVVPRFAzUEE%7C%7C?hl=en-GB,thio lianthang,117918345962091404225,https://www.google.com/maps/contrib/117918345962091404225/reviews?hl=en-GB,5,Good place to chill and have a nice food,en,,,10 months ago,2025-10-10T08:59:19,,,,,https://lh3.googleusercontent.com/a-/ALV-UjWepJvSyXeTLanWEl1eLIlXdBdciC5VWKYhOMVX4u265YyMXp-T=s1920,4,0,,"[{""name"":""Meal type"",""value"":""Lunch""},{""name"":""Food"",""value"":5},{""name"":""Service"",""value"":5},{""name"":""Atmosphere"",""value"":5}]",[],google
